Transcript PK, Syllable PK, Sequence PK
stɑːns, ɑːn, 1
stɒk, ɒk, 1
stɒp, ɒp, 1
stɒpt, ɒp, 1
stɔː(r), ɔːr, 1
stɔː(r)m, ɔːr, 1
stɔːl, ɔːl, 1
stɔːntʃ, ɔːn, 1
stəʊk, əʊk, 1
stəʊkt, əʊk, 1
stəʊn, əʊn, 1
stəˈtɪstɪk, ət, 1
stəˈtɪstɪk, ys, 2
stəˈtɪstɪk, yk, 3
stɛəz, əz, 1
stɜː(r)nəm, ɜːr, 1
stɜː(r)nəm, əm, 2
stɪf, yf, 1
stɪk, yk, 1
stɪki, yk, 1
stɪl, yl, 1
stɪtʃ, ytʃ, 1
stɪŋ, yŋ, 1
stɪŋk, yŋ, 1
stɪə(r), ɪər, 1
stʊd, ʊd, 1
stʌdɪz, ʌd, 1
stʌdɪz, yz, 2
stʌk, ʌk, 1
stʌmbəld, ʌm, 1
stʌmbəld, əl, 2
suːn, uːn, 1
suːt, uːt, 1
suːtəbəl, uːt, 1
suːtəbəl, əb, 2
suːtəbəl, əl, 3
swel, el, 1
swept, ep, 1
swet, et, 1
swiːp, iːp, 1
swiːt, iːt, 1
swuːp, uːp, 1
swɒmp, ɒm, 1
swɒp, ɒp, 1
swɔː(r)n, ɔːr, 1
swɪmɪŋ, ym, 1
swɪmɪŋ, yŋ, 2
swɪndəl, yn, 1
swɪndəl, əl, 2
swɪs, ys, 1
swɪtʃ, ytʃ, 1
swɪŋ, yŋ, 1
swʌŋ, ʌŋ, 1
sædən, æd, 1
sædən, ən, 2
sæk, æk, 1
sæm, æm, 1
sæn, æn, 1
sæp, æp, 1
sɑ:mplɪŋ, yŋ, 1
sɒft, ɒf, 1
sɒlv, ɒl, 1
sɒləm, ɒl, 1
sɒləm, əm, 2
sɒlɪtjuːd, ɒl, 1
sɒlɪtjuːd, yt, 2
sɒlɪtjuːd, uːd, 3
sɒroʊ, ɒr, 1
sɒrɪ, ɒr, 1
sɔɪl, ɔɪl, 1
sɔː(r), ɔːr, 1
sɔː(r)s, ɔːr, 1
sɔː(r)t, ɔːr, 1
sə(r)ˈpraɪz, ər, 1
sə(r)ˈpraɪz, aɪz, 2
sə(r)ˈpraɪzd, ər, 1
sə(r)ˈpraɪzd, aɪz, 2
sə(r)ˈpɑːs, ər, 1
sə(r)ˈpɑːs, ɑːs, 2
sə(r)ˈpɑːsɪŋ, ər, 1
sə(r)ˈpɑːsɪŋ, ɑːs, 2
sə(r)ˈpɑːsɪŋ, yŋ, 3
sə(r)ˈtɪfɪkət, ər, 1
sə(r)ˈtɪfɪkət, yf, 2
sə(r)ˈtɪfɪkət, yk, 3
sə(r)ˈtɪfɪkət, ət, 4
sə(r)ˈvaɪv, ər, 1
sə(r)ˈvaɪv, aɪv, 2
sə(r)ˈvaɪvɪŋ, ər, 1
sə(r)ˈvaɪvɪŋ, aɪv, 2
sə(r)ˈvaɪvɪŋ, yŋ, 3
səbˈdjuːd, əb, 1
səbˈdjuːd, uːd, 2
səbˈmɪt, əb, 1
səbˈmɪt, yt, 2
səbˈsaɪd, əb, 1
səbˈsaɪd, aɪd, 2
səbˈsjuːm, əb, 1
səbˈsjuːm, uːm, 2
səbˈskraɪb, əb, 1
səbˈskraɪb, aɪb, 2
səbˈskraɪbə(r), əb, 1
səbˈskraɪbə(r), aɪb, 2
səbˈskraɪbə(r), ər, 3
səbˈsɪdiəri, əb, 1
səbˈsɪdiəri, yd, 2
səbˈtrækt, əb, 1
səbˈtrækt, æk, 2
səkʌm, ək, 1
səkʌm, ʌm, 2
səkˈses, ək, 1
səkˈses, es, 2
səkˈsiːd, ək, 1
səkˈsiːd, iːd, 2
səkˈsiːdɪŋ, ək, 1
səkˈsiːdɪŋ, iːd, 2
səkˈsiːdɪŋ, yŋ, 3
səspenʃən, əs, 1
səspenʃən, en, 2
səspenʃən, ən, 3
səˈbɔː(r)dɪnət, əb, 1
səˈbɔː(r)dɪnət, ɔːr, 2
səˈbɔː(r)dɪnət, yn, 3
səˈbɔː(r)dɪnət, ət, 4
səˈdʒest, ədʒ, 1
səˈdʒest, es, 2
səˈdʒestʃ(ə)n, ədʒ, 1
səˈdʒestʃ(ə)n, es, 2
səˈdʒestʃ(ə)n, ən, 3
səˈfɪstɪˌkeɪtɪd, əf, 1
səˈfɪstɪˌkeɪtɪd, ys, 2
səˈfɪstɪˌkeɪtɪd, yk, 3
səˈfɪstɪˌkeɪtɪd, eɪt, 4
səˈfɪstɪˌkeɪtɪd, yd, 5
səˈluːʃ(ə)n, əl, 1
səˈluːʃ(ə)n, uːʃ, 2
səˈluːʃ(ə)n, ən, 3
səˈlɪdɪfaɪ, əl, 1
səˈlɪdɪfaɪ, yd, 2
səˈlɪdɪfaɪ, yf, 3
səˈment, əm, 1
səˈment, en, 2
səˈnɑːriəʊ, ən, 1
səˈnɑːriəʊ, ɑːr, 2
səˈpiːnə, əp, 1
səˈpiːnə, iːn, 2
səˈplaɪ, əp, 1
səˈplaɪə(r), əp, 1
səˈplaɪə(r), ɪər, 2
səˈplɑːnt, əp, 1
səˈplɑːnt, ɑːn, 2
səˈpres, əp, 1
səˈpres, es, 2
səˈpɔː(r)t, əp, 1
səˈpɔː(r)t, ɔːr, 2
səˈpɔː(r)tə(r), əp, 1
səˈpɔː(r)tə(r), ɔːr, 2
səˈpɔː(r)tə(r), ər, 3
səˈpɔː(r)tɪŋ, əp, 1
səˈpɔː(r)tɪŋ, ɔːr, 2
səˈpɔː(r)tɪŋ, yŋ, 3
səˈpəʊzd, əp, 1
səˈpəʊzd, əʊz, 2
səˈraʊndɪŋ, ər, 1
səˈraʊndɪŋ, aʊn, 2
səˈraʊndɪŋ, yŋ, 3
səˈrendə(r), ər, 1
səˈrendə(r), en, 2
səˈrendə(r), ər, 3
səˈsaɪəti, əs, 1
səˈsaɪəti, ɪət, 2
səˈsil, əs, 1
səˈspektɪd, əs, 1
səˈspektɪd, ek, 2
səˈspektɪd, yd, 3
səˈspend, əs, 1
səˈspend, en, 2
səˈspɪʃ(ə)n, əs, 1
səˈspɪʃ(ə)n, yʃ, 2
səˈspɪʃ(ə)n, ən, 3
səˈsteɪnd, əs, 1
səˈsteɪnd, eɪn, 2
sɜː(r)dʒ, ɜːr, 1
sɜː(r)kjʊleɪʃən, ɜːr, 1
sɜː(r)kjʊleɪʃən, ʊl, 2
sɜː(r)kjʊleɪʃən, eɪʃ, 3
sɜː(r)kjʊleɪʃən, ən, 4
sɜː(r)kəmspekt, ɜːr, 1
sɜː(r)kəmspekt, əm, 2
sɜː(r)kəmspekt, ek, 3
sɜː(r)kəmvent, ɜːr, 1
sɜː(r)kəmvent, əm, 2
sɜː(r)kəmvent, en, 3
sɜː(r)tən, ɜːr, 1
sɜː(r)tən, ən, 2
sɜː(r)tənli, ɜːr, 1
sɜː(r)tənli, ən, 2
sɜː(r)tənti, ɜːr, 1
sɜː(r)tənti, ən, 2
sɜː(r)v, ɜːr, 1
sɪblɪŋ, yb, 1
sɪblɪŋ, yŋ, 2
sɪgɑː(r), yg, 1
sɪgɑː(r), ɑːr, 2
sɪgəret, yg, 1
sɪgəret, ər, 2
sɪgəret, et, 3
sɪk, yk, 1
sɪli, yl, 1
sɪmbəl, ym, 1
sɪmbəl, əl, 2
sɪmplɪ, ym, 1
sɪmpəθetɪk, ym, 1
sɪmpəθetɪk, əθ, 2
sɪmpəθetɪk, et, 3
sɪmpəθetɪk, yk, 4
sɪmɪlə(r), ym, 1
sɪmɪlə(r), yl, 2
sɪmɪlə(r), ər, 3
sɪns, yn, 1
sɪnsɪə(r), yn, 1
sɪnsɪə(r), ɪər, 2
sɪnɪkəl, yn, 1
sɪnɪkəl, yk, 2
sɪnɪkəl, əl, 3
sɪstə, ys, 1
sɪstəz, ys, 1
sɪstəz, əz, 2
sɪt, yt, 1
sɪtədəl, yt, 1
sɪtədəl, əd, 2
sɪtədəl, əl, 3
sɪvəl, yv, 1
sɪvəl, əl, 2
sɪvɪk, yv, 1
sɪvɪk, yk, 2
sɪvɪliən, yv, 1
sɪvɪliən, yl, 2
sɪŋk, yŋ, 1
sɪəriəlz, ɪər, 1
sɪəriəs, ɪər, 1
sɪˈdæn, yd, 1
sɪˈdæn, æn, 2
sɪˈkjʊə(r), yk, 1
sɪˈkjʊə(r), ʊər, 2
sɪˈkjʊərətiz, yk, 1
sɪˈkjʊərətiz, ʊər, 2
sɪˈkjʊərətiz, ət, 3
sɪˈlekt, yl, 1
sɪˈlekt, ek, 2
sɪˈsiːljə, ys, 1
sɪˈsiːljə, iːl, 2
sʌbsɪkwənt, ʌb, 1
sʌbsɪkwənt, yk, 2
sʌbsɪkwənt, ən, 3
sʌdən, ʌd, 1
sʌdən, ən, 2
sʌdənlɪ, ʌd, 1
sʌdənlɪ, ən, 2
sʌk, ʌk, 1
sʌks, ʌk, 1
sʌm, ʌm, 1
sʌmhaʊ, ʌm, 1
sʌmhwɒt, ʌm, 1
sʌmhwɒt, ɒt, 2
sʌmtaɪmz, ʌm, 1
sʌmtaɪmz, aɪm, 2
sʌmweə, ʌm, 1
sʌmwʌn, ʌm, 1
sʌmwʌn, ʌn, 2
sʌmən, ʌm, 1
sʌmən, ən, 2
sʌmθɪŋ, ʌm, 1
sʌmθɪŋ, yŋ, 2
sʌn, ʌn, 1
sʌpə, ʌp, 1
sʌtʃ, ʌtʃ, 1
taɪd, aɪd, 1
taɪm, aɪm, 1
taɪmz, aɪm, 1
taɪnɪ, aɪn, 1
taɪp, aɪp, 1
taɪt, aɪt, 1
taʊn, aʊn, 1
taʊt, aʊt, 1
tekˈniːk, ek, 1
tekˈniːk, iːk, 2
tekˈnɒlədʒi, ek, 1
tekˈnɒlədʒi, ɒl, 2
tekˈnɒlədʒi, ədʒ, 3
tel, el, 1
temptɪŋ, em, 1
temptɪŋ, yŋ, 2
ten, en, 1
tend, en, 1
terə, er, 1
terəbəl, er, 1
terəbəl, əb, 2
terəbəl, əl, 3
test, es, 1
teə(r), eər, 1
teɪk, eɪk, 1
teɪl, eɪl, 1
teɪp, eɪp, 1
teɪst, eɪs, 1
tiːm, iːm, 1
tiːtʃ, iːtʃ, 1
tiːzɪŋ, iːz, 1
tiːzɪŋ, yŋ, 2
tjuːb, uːb, 1
tjuːn, uːn, 1
tjuːtɒnɪk, uːt, 1
tjuːtɒnɪk, ɒn, 2
tjuːtɒnɪk, yk, 3
traɪd, aɪd, 1
traɪʌmvɪrət, yr, 1
traɪʌmvɪrət, ət, 2
tred, ed, 1
trend, en, 1
treɪd, eɪd, 1
treɪl, eɪl, 1
treɪn, eɪn, 1
treɪs, eɪs, 1
triːt, iːt, 1
triːti, iːt, 1
truːli, uːl, 1
truːp, uːp, 1
truːθ, uːθ, 1
træk, æk, 1
trænspærənt, æn, 1
trænspærənt, ær, 2
trænspærənt, ən, 3
trænsˈfɔː(r)m, æn, 1
trænsˈfɔː(r)m, ɔːr, 2
trænsˈfɜː(r), æn, 1
trænsˈfɜː(r), ɜːr, 2
trænsˈleɪt, æn, 1
trænsˈleɪt, eɪt, 2
trænzˈmɪt, æn, 1
trænzˈmɪt, yt, 2
trænzˈmɪtə(r), æn, 1
trænzˈmɪtə(r), yt, 2
trænzˈmɪtə(r), ər, 3
trænˈzækt, æn, 1
trænˈzækt, æk, 2
trænˈzækʃ(ə)n, æn, 1
trænˈzækʃ(ə)n, æk, 2
trænˈzækʃ(ə)n, ən, 3
træp, æp, 1
trədɪʃən, əd, 1
trədɪʃən, yʃ, 2
trədɪʃən, ən, 3
trɪm, ym, 1
trɪp, yp, 1
trʌk, ʌk, 1
trʌst, ʌs, 1
tuːl, uːl, 1
tuːm, uːm, 1
tuːθ, uːθ, 1
twaɪs, aɪs, 1
twentɪ, en, 1
twiːk, iːk, 1
twɪn, yn, 1
twɪst, ys, 1
twɪstɪd, ys, 1
twɪstɪd, yd, 2
tæklɪŋ, æk, 1
tæklɪŋ, yŋ, 2
tæks, æk, 1
tæksɪz, æk, 1
tæksɪz, yz, 2
tæp, æp, 1
tæŋk, æŋ, 1
tæˈtuː, æt, 1
tɑːsk, ɑːs, 1
tɒm, ɒm, 1
tɒp, ɒp, 1
tɒs, ɒs, 1
tɔ:kɪŋ, yŋ, 1
tɔː(r)n, ɔːr, 1
tɔː(r)tʃ, ɔːr, 1
tɔː(r)tʃəʳ, ɔːr, 1
tɔːk, ɔːk, 1
tə'geðə, eð, 1
tə'mɒrəʊ, ɒr, 1
tə'naɪt, aɪt, 1
təʊld, əʊl, 1
təʊn, əʊn, 1
tɜː(r)kɪʃ, ɜːr, 1
tɜː(r)kɪʃ, yʃ, 2
tɜː(r)m, ɜːr, 1
tɜː(r)n, ɜːr, 1
tɪl, yl, 1
tɪlt, yl, 1
tɪmerɪti, ym, 1
tɪmerɪti, er, 2
tɪmerɪti, yt, 3
tɪp, yp, 1
tɪpt, yp, 1
tɪəz, ɪəz, 1
tɪʃuː, yʃ, 1
tʃaɪld, aɪl, 1
tʃaɪldɪʃ, aɪl, 1
tʃaɪldɪʃ, yʃ, 2
tʃaɪm, aɪm, 1
tʃaɪniːz, aɪn, 1
tʃaɪniːz, iːz, 2
tʃedə(r), ed, 1
tʃedə(r), ər, 2
tʃek, ek, 1
tʃest, es, 1
tʃeə(r), eər, 1
tʃeə(r)wʊmən, eər, 1
tʃeə(r)wʊmən, ʊm, 2
tʃeə(r)wʊmən, ən, 3
tʃeɪmbə(r), eɪm, 1
tʃeɪmbə(r), ər, 2
tʃeɪn, eɪn, 1
tʃeɪndʒ, eɪn, 1
tʃeɪndʒd, eɪn, 1
tʃeɪs, eɪs, 1
tʃiːf, iːf, 1
tʃiːk, iːk, 1
tʃiːp, iːp, 1
tʃiːt, iːt, 1
tʃiːtə(r), iːt, 1
tʃiːtə(r), ər, 2
tʃiːz, iːz, 1
tʃuːz, uːz, 1
tʃæd, æd, 1
tʃælɪndʒə(r), æl, 1
tʃælɪndʒə(r), yn, 2
tʃælɪndʒə(r), ər, 3
tʃæmpiənʃɪp, æm, 1
tʃæmpiənʃɪp, yp, 2
tʃæptə(r), æp, 1
tʃæptə(r), ər, 2
tʃæpəl, æp, 1
tʃæpəl, əl, 2
tʃæt, æt, 1
tʃɑː(r)dʒ, ɑːr, 1
tʃɑː(r)dʒd, ɑːr, 1
tʃɑː(r)m, ɑːr, 1
tʃɑː(r)t, ɑːr, 1
tʃɑː(r)təʳ, ɑːr, 1
tʃɑːns, ɑːn, 1
tʃɑːnsəri, ɑːn, 1
tʃɑːnsəri, ər, 2
tʃɑːts, ɑːt, 1
tʃɒklɪt, ɒk, 1
tʃɒklɪt, yt, 2
tʃɒp, ɒp, 1
tʃɔɪs, ɔɪs, 1
tʃɔː(r), ɔːr, 1
tʃəʊz, əʊz, 1
tʃɜː(r)n, ɜːr, 1
tʃɪn, yn, 1
tʃɪp, yp, 1
tʃɪps, yp, 1
tʃɪə(r), ɪər, 1
tʊk, ʊk, 1
tʌf, ʌf, 1
tʌn, ʌn, 1
tʌnz, ʌn, 1
tʌtʃ, ʌtʃ, 1
tʌtʃt, ʌtʃ, 1
tʌŋ, ʌŋ, 1
uːz, uːz, 1
vaɪs, aɪs, 1
vaɪələnt, ɪəl, 1
vaɪələnt, ən, 2
vend, en, 1
verɪ, er, 1
vest, es, 1
vet, et, 1
veəriəbəl, eər, 1
veəriəbəl, əl, 2
veəriəs, eər, 1
veɪgli, eɪg, 1
veɪn, eɪn, 1
voʊkəl, əl, 1
væli, æl, 1
vælv, æl, 1
væn, æn, 1
vænɪʃt, æn, 1
vænɪʃt, yʃ, 2
vɒmɪt, ɒm, 1
vɒmɪt, yt, 2
vɔɪs, ɔɪs, 1
vɔɪst, ɔɪs, 1
vɔːlt, ɔːl, 1
vəreɪʃəs, ər, 1
vəreɪʃəs, eɪʃ, 2
vəreɪʃəs, əs, 3
vəʊt, əʊt, 1
vəˈkeɪʃ(ə)nə(r), ək, 1
vəˈkeɪʃ(ə)nə(r), eɪʃ, 2
vəˈkeɪʃ(ə)nə(r), ən, 3
vəˈkeɪʃ(ə)nə(r), ər, 4
vɜː(r)dənt, ɜːr, 1
vɜː(r)dənt, ən, 2
vɜː(r)səs, ɜːr, 1
vɜː(r)səs, əs, 2
vɪdioʊ, yd, 1
vɪktɔːriən, yk, 1
vɪktɔːriən, ɔːr, 2
vɪktəri, yk, 1
vɪktəri, ər, 2
vɪlɪdʒ, yl, 1
vɪlɪdʒ, ydʒ, 2
vɪlɪdʒə(r), yl, 1
vɪlɪdʒə(r), ydʒ, 2
vɪlɪdʒə(r), ər, 3
vɪə(r), ɪər, 1
vɪʒən, yʒ, 1
vɪʒən, ən, 2
vʌlnərəbəl, ʌl, 1
vʌlnərəbəl, ər, 2
vʌlnərəbəl, əb, 3
vʌlnərəbəl, əl, 4
waɪd, aɪd, 1
waɪf, aɪf, 1
waɪld, aɪl, 1
waɪldli, aɪl, 1
waɪn, aɪn, 1
waɪp, aɪp, 1
waɪt, aɪt, 1
waɪvz, aɪv, 1
webd, eb, 1
wedɪŋ, ed, 1
wedɪŋ, yŋ, 2
wel, el, 1
wen, en, 1
wend, en, 1
went, en, 1
wet, et, 1
weðə, eð, 1
weɪd, eɪd, 1
weɪdʒ, eɪdʒ, 1
weɪk, eɪk, 1
weɪkən, eɪk, 1
weɪkən, ən, 2
weɪl, eɪl, 1
weɪn, eɪn, 1
weɪstkoʊt, eɪs, 1
weɪt, eɪt, 1
weɪts, eɪt, 1
weɪtɪŋ, eɪt, 1
weɪtɪŋ, yŋ, 2
weɪv, eɪv, 1
weɪvz, eɪv, 1
weɪz, eɪz, 1
wi:pɪŋ, yŋ, 1
wiːk, iːk, 1
wiːkdeɪ, iːk, 1
wiːkli, iːk, 1
wiːl, iːl, 1
wiːlz, iːl, 1
wiːn, iːn, 1
woʊkən, ən, 1
woʊvən, ən, 1
wɒft, ɒf, 1
wɒn, ɒn, 1
wɒndə(r), ɒn, 1
wɒndə(r), ər, 2
wɒnt, ɒn, 1
wɒt, ɒt, 1
wɒtʃ, ɒtʃ, 1
wɒtʃt, ɒtʃ, 1
wɒz, ɒz, 1
wɔː(r), ɔːr, 1
wɔː(r)mθ, ɔːr, 1
wɔː(r)n, ɔːr, 1
wɔːk, ɔːk, 1
wɔːl, ɔːl, 1
wəʊz, əʊz, 1
wɜː(r)k, ɜːr, 1
wɜː(r)m, ɜːr, 1
wɜː(r)s, ɜːr, 1
wɜː(r)st, ɜːr, 1
wɜː(r)θ, ɜːr, 1
wɜːks, ɜːk, 1
wɜːkt, ɜːk, 1
wɜːmz, ɜːm, 1
wɪdoʊ, yd, 1
wɪdoʊd, yd, 1
wɪl, yl, 1
wɪlt, yl, 1
wɪmɪn, ym, 1
wɪmɪn, yn, 2
wɪn, yn, 1
wɪndfɔːl, yn, 1
wɪndfɔːl, ɔːl, 2
wɪndəʊ, yn, 1
wɪntə(r), yn, 1
wɪntə(r), ər, 2
wɪp, yp, 1
wɪspəd, ys, 1
wɪspəd, əd, 2
wɪt, yt, 1
wɪtʃ, ytʃ, 1
wɪzdəm, yz, 1
wɪzdəm, əm, 2
wɪzə(r)d, yz, 1
wɪzə(r)d, ər, 2
wɪð, yð, 1
wɪð'aʊt, yð, 1
wɪð'aʊt, aʊt, 2
wɪðdruː, yð, 1
wɪðɪn, yð, 1
wɪðɪn, yn, 2
wɪðˈdrɔː, yð, 1
wɪðˈdrɔːəl, yð, 1
wɪðˈdrɔːəl, əl, 2
wɪðˈheld, yð, 1
wɪðˈheld, el, 2
wɪðˈstænd, yð, 1
wɪðˈstænd, æn, 2
wɪŋk, yŋ, 1
wɪəri, ɪər, 1
wɪʃ, yʃ, 1
wʊd, ʊd, 1
wʊlf, ʊl, 1
wʌn, ʌn, 1
wʌndəd, ʌn, 1
wʌndəd, əd, 2
wʌndərɪŋ, ʌn, 1
wʌndərɪŋ, ər, 2
wʌndərɪŋ, yŋ, 3
wʌns, ʌn, 1
zæpt, æp, 1
zɪəroʊ, ɪər, 1
æbnɔː(r)məl, æb, 1
æbnɔː(r)məl, ɔːr, 2
æbnɔː(r)məl, əl, 3
æbstrækt, æb, 1
æbstrækt, æk, 2
æbsəluːtli, æb, 1
æbsəluːtli, əl, 2
æbsəluːtli, uːt, 3
æbsəns, æb, 1
æbsəns, ən, 2
æbsənt, æb, 1
æbsənt, ən, 2
æbɪs, æb, 1
æbɪs, ys, 2
æbˈdʌlə, æb, 1
æbˈdʌlə, ʌl, 2
ædmɪnɪstrətɪv, æd, 1
ædmɪnɪstrətɪv, yn, 2
ædmɪnɪstrətɪv, ys, 3
ædmɪnɪstrətɪv, ət, 4
ædmɪnɪstrətɪv, yv, 5
ædmɪʃən, æd, 1
ædmɪʃən, yʃ, 2
ædmɪʃən, ən, 3
ædvaɪs, æd, 1
ædvaɪs, aɪs, 2
ædvaɪzəri, æd, 1
ædvaɪzəri, aɪz, 2
ædvaɪzəri, ər, 3
ædventʃərəs, æd, 1
ædventʃərəs, en, 2
ædventʃərəs, ər, 3
ædventʃərəs, əs, 4
ædvɜː(r)s, æd, 1
ædvɜː(r)s, ɜːr, 2
ædəmənt, æd, 1
ædəmənt, əm, 2
ædəmənt, ən, 3
ædɪkwət, æd, 1
ædɪkwət, yk, 2
ædɪkwət, ət, 3
ædʒaɪl, ædʒ, 1
ædʒaɪl, aɪl, 2
æfrɪkən, æf, 1
æfrɪkən, yk, 2
æfrɪkən, ən, 3
æftərwərd, æf, 1
æftərwərd, ər, 2
æftərwərd, ər, 3
ægnɒstɪk, æg, 1
ægnɒstɪk, ɒs, 2
ægnɒstɪk, yk, 3
ægnɪs, æg, 1
ægnɪs, ys, 2
ægrɪkʌltʃə(r), æg, 1
ægrɪkʌltʃə(r), yk, 2
ægrɪkʌltʃə(r), ʌl, 3
ægrɪkʌltʃə(r), ər, 4
ægrɪkʌltʃərəl, æg, 1
ægrɪkʌltʃərəl, yk, 2
ægrɪkʌltʃərəl, ʌl, 3
ægrɪkʌltʃərəl, ər, 4
ægrɪkʌltʃərəl, əl, 5
ækjʊrət, æk, 1
ækjʊrət, ʊr, 2
ækjʊrət, ət, 3
ækni, æk, 1
ækseləreɪʃən, æk, 1
ækseləreɪʃən, el, 2
ækseləreɪʃən, ər, 3
ækseləreɪʃən, eɪʃ, 4
ækseləreɪʃən, ən, 5
ækseptəbəl, æk, 1
ækseptəbəl, ep, 2
ækseptəbəl, əb, 3
ækseptəbəl, əl, 4
æksesɪbəl, æk, 1
æksesɪbəl, es, 2
æksesɪbəl, yb, 3
æksesɪbəl, əl, 4
ækseʃən, æk, 1
ækseʃən, eʃ, 2
ækseʃən, ən, 3
æksənt, æk, 1
æksənt, ən, 2
æksɪs, æk, 1
æksɪs, ys, 2
æktrəs, æk, 1
æktrəs, əs, 2
æktsækts, æk, 1
æktsækts, æk, 2
æktɪv, æk, 1
æktɪv, yv, 2
æktɪvɪzəm, æk, 1
æktɪvɪzəm, yv, 2
æktɪvɪzəm, yz, 3
æktɪvɪzəm, əm, 4
æktʃuəl, æk, 1
æktʃuəli, æk, 1
ækwɪzɪʃən, æk, 1
ækwɪzɪʃən, yz, 2
ækwɪzɪʃən, yʃ, 3
ækwɪzɪʃən, ən, 4
ækədemɪk, æk, 1
ækədemɪk, əd, 2
ækədemɪk, em, 3
ækədemɪk, yk, 4
ækˈtɪvəti, æk, 1
ækˈtɪvəti, yv, 2
ækˈtɪvəti, ət, 3
ælbəm, æl, 1
ælbəm, əm, 2
ælfəbet, æl, 1
ælfəbet, əb, 2
ælfəbet, et, 3
ælpaɪn, æl, 1
ælpaɪn, aɪn, 2
æltoʊ, æl, 1
æltruɪstɪk, æl, 1
æltruɪstɪk, yk, 2
æmbæsədə(r), æm, 1
æmbæsədə(r), æs, 2
æmbæsədə(r), əd, 3
æmbæsədə(r), ər, 4
æmbɪʃəs, æm, 1
æmbɪʃəs, yʃ, 2
æmbɪʃəs, əs, 3
æmjʊnɪʃən, æm, 1
æmjʊnɪʃən, ʊn, 2
æmjʊnɪʃən, yʃ, 3
æmjʊnɪʃən, ən, 4
æmpjʊteɪt, æm, 1
æmpjʊteɪt, ʊt, 2
æmpjʊteɪt, eɪt, 3
æmpəl, æm, 1
æmpəl, əl, 2
æməzən, æm, 1
æməzən, əz, 2
æməzən, ən, 3
æmˈbɪʃ(ə)n, æm, 1
æmˈbɪʃ(ə)n, yʃ, 2
æmˈbɪʃ(ə)n, ən, 3
æn, æn, 1
ænd, æn, 1
ændrɔɪd, æn, 1
ændrɔɪd, ɔɪd, 2
ænjuəl, æn, 1
ænt, æn, 1
æntiruːm, æn, 1
æntiruːm, uːm, 2
æntitrʌst, æn, 1
æntitrʌst, ʌs, 2
æntɑː(r)ktɪk, æn, 1
æntɑː(r)ktɪk, ɑːr, 2
æntɑː(r)ktɪk, yk, 3
æntɪsɪpeɪtɪd, æn, 1
æntɪsɪpeɪtɪd, ys, 2
æntɪsɪpeɪtɪd, yp, 3
æntɪsɪpeɪtɪd, eɪt, 4
æntɪsɪpeɪtɪd, yd, 5
æntɪsɪpeɪʃən, æn, 1
æntɪsɪpeɪʃən, ys, 2
æntɪsɪpeɪʃən, yp, 3
æntɪsɪpeɪʃən, eɪʃ, 4
æntɪsɪpeɪʃən, ən, 5
ænæn, æn, 1
ænæn, æn, 2
ænəlɔg, æn, 1
ænəlɔg, əl, 2
ænɪmɒsɪti, æn, 1
ænɪmɒsɪti, ym, 2
ænɪmɒsɪti, ɒs, 3
ænɪmɒsɪti, yt, 4
ænɪvɜː(r)səri, æn, 1
ænɪvɜː(r)səri, yv, 2
ænɪvɜː(r)səri, ɜːr, 3
ænɪvɜː(r)səri, ər, 4
ænˈdiːən, æn, 1
ænˈdiːən, ən, 2
ænˈtiːk, æn, 1
ænˈtiːk, iːk, 2
ænˈtiːks, æn, 1
ænˈtiːks, iːk, 2
ænˈtɪsɪpeɪt, æn, 1
ænˈtɪsɪpeɪt, ys, 2
ænˈtɪsɪpeɪt, yp, 3
ænˈtɪsɪpeɪt, eɪt, 4
ænθəm, æn, 1
ænθəm, əm, 2
æprɪhensɪv, æp, 1
æprɪhensɪv, yh, 2
æprɪhensɪv, en, 3
æprɪhensɪv, yv, 4
æpæp, æp, 1
æpæp, æp, 2
æroʊ, ær, 1
ærəb, ær, 1
ærəb, əb, 2
æsɪd, æs, 1
æsɪd, yd, 2
æt, æt, 1
æz, æz, 1
æŋgri, æŋ, 1
æŋst, æŋ, 1
æŋzaɪɪti, æŋ, 1
æŋˈɡəʊlə, æŋ, 1
æŋˈɡəʊlə, əʊl, 2
æʃ, æʃ, 1
æˈmiːn, æm, 1
æˈmiːn, iːn, 2
ðem, em, 1
ðen, en, 1
ðeə(r)fɔːʳ, eər, 1
ðeərɒn, eər, 1
ðeərɒn, ɒn, 2
ðiːz, iːz, 1
ðæn, æn, 1
ðæt, æt, 1
ðə(r), ər, 1
ðəm'selvz, əm, 1
ðəm'selvz, el, 2
ðəʊz, əʊz, 1
ðɪs, ys, 1
ðʌs, ʌs, 1
ɑː(r), ɑːr, 1
ɑː(r)bɪtrɑːʒ, ɑːr, 1
ɑː(r)bɪtrɑːʒ, yt, 2
ɑː(r)bɪtrɑːʒ, ɑːʒ, 3
ɑː(r)dʒəntaɪn, ɑːr, 1
ɑː(r)dʒəntaɪn, ən, 2
ɑː(r)dʒəntaɪn, aɪn, 3
ɑː(r)k, ɑːr, 1
ɑː(r)mi, ɑːr, 1
ɑː(r)mtʃeəʳ, ɑːr, 1
ɑː(r)mz, ɑːr, 1
ɑː(r)t, ɑːr, 1
ɑː(r)tɪfɪʃəl, ɑːr, 1
ɑː(r)tɪfɪʃəl, yf, 2
ɑː(r)tɪfɪʃəl, yʃ, 3
ɑː(r)tɪfɪʃəl, əl, 4
